代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	
300409	道氏技术	0.03	65.51	0.02	65.50	65.51	18643	154	0.07	          4.21	
300410	正业科技	--  	37.06	--  	--  	--  	0	0	--  	          0.00	
300411	金盾股份	-0.31	22.53	-0.07	22.53	22.54	52168	912	0.00	          6.88	
300412	迦南科技	10.02	33.28	3.03	33.28	--  	41550	19	0.00	         10.76	
300413	快乐购	1.51	30.35	0.45	30.34	30.35	39896	1023	0.13	          3.21	
300414	中光防雷	4.37	33.69	1.41	33.68	33.69	30001	434	0.23	          7.12	
300415	伊之密	0.12	16.16	0.02	16.16	16.18	17737	284	0.06	          1.12	
300416	苏试试验	0.56	61.19	0.34	61.09	61.19	8172	88	-0.16	          2.67	
300417	南华仪器	2.30	78.80	1.77	78.78	78.80	6419	49	0.12	          4.57	
300418	昆仑万维	3.00	34.97	1.02	34.97	34.98	427885	4888	0.00	         10.30	
300419	浩丰科技	-1.26	164.40	-2.10	164.40	164.41	10760	89	0.22	          5.01	
300420	五洋科技	-3.31	49.65	-1.70	49.64	49.65	12561	166	0.02	          6.28	
300421	力星股份	2.23	29.40	0.64	29.40	29.42	14514	211	0.06	          5.18	
300422	博世科	3.41	34.53	1.14	34.51	34.53	19663	231	0.29	          2.84	
300423	鲁亿通	1.76	36.44	0.63	36.44	36.48	10013	86	0.08	          2.71	
300424	航新科技	2.00	58.24	1.14	58.23	58.24	10359	159	-0.10	          3.11	
300425	环能科技	--  	31.85	--  	--  	--  	0	0	--  	          0.00	
300426	唐德影视	1.03	64.58	0.66	64.58	64.65	14274	145	0.00	          2.74	
300427	红相电力	1.29	63.81	0.81	63.81	63.90	20356	209	-0.26	          6.49	
300428	四通新材	--  	46.87	--  	--  	--  	0	0	--  	          0.00	
300429	强力新材	--  	96.40	--  	--  	--  	0	0	--  	          0.00	
300430	诚益通	--  	46.01	--  	--  	--  	0	0	--  	          0.00	
300431	暴风科技	--  	95.83	--  	--  	--  	0	0	--  	          0.00	
300432	富临精工	-0.16	19.25	-0.03	19.25	19.26	30671	103	0.00	          3.41	
300433	蓝思科技	-0.92	70.10	-0.65	70.08	70.10	17661	229	-0.11	          2.62	
300434	金石东方	1.34	46.80	0.62	46.80	46.82	9667	347	0.23	          5.69	
300435	中泰股份	-0.33	68.80	-0.23	68.80	68.82	18932	279	0.00	          9.47	
300436	广生堂	--  	59.99	--  	--  	--  	0	0	--  	          0.00	
300437	清水源	--  	105.77	--  	--  	--  	0	0	--  	          0.00	
300438	鹏辉能源	4.98	100.00	4.74	100.00	100.02	20909	804	0.29	          9.96	
300439	美康生物	-0.20	30.14	-0.06	30.13	30.14	36037	258	0.43	          4.24	
300440	运达科技	4.80	68.96	3.16	68.94	68.96	24143	219	0.34	          8.62	
300441	鲍斯股份	3.83	39.26	1.45	39.26	39.27	89011	923	0.00	         21.07	
300442	普丽盛	1.56	44.89	0.69	44.88	44.89	11711	255	0.02	          4.68	
300443	金雷风电	8.94	238.03	19.53	238.03	238.30	19556	171	-0.40	         13.90	
300444	双杰电气	0.90	21.26	0.19	21.26	21.27	40327	264	0.04	          5.85	
300445	康斯特	1.74	43.85	0.75	43.85	43.86	12227	141	-0.02	          5.99	
300446	乐凯新材	1.01	91.80	0.92	91.78	91.80	5312	59	0.04	          3.45	
300447	全信股份	0.30	84.00	0.25	84.00	84.11	14217	100	0.05	          7.02	
300448	浩云科技	0.10	80.90	0.08	80.90	80.96	12251	127	0.17	          6.13	
300449	汉邦高科	-0.09	101.89	-0.09	100.56	101.89	4846	558	1.33	          2.74	
300450	先导智能	-4.44	116.70	-5.42	116.69	116.70	80511	1866	-0.15	         23.68	
300451	创业软件	-0.14	138.99	-0.19	138.99	139.00	7341	37	0.21	          4.32	
300452	山河药辅	-0.21	93.30	-0.20	93.30	93.33	8582	98	0.32	          7.40	
300453	三鑫医疗	9.54	60.28	5.25	60.26	60.28	27292	417	-0.38	         13.74	
300455	康拓红外	0.00	36.07	0.00	36.06	36.07	9788	388	-0.33	          2.80	
300456	耐威科技	-3.19	121.12	-3.99	121.12	121.30	11516	190	-0.23	          5.48	
300457	赢合科技	4.70	55.49	2.49	55.49	55.50	38677	363	-0.01	         13.22	
300458	全志科技	1.37	96.00	1.30	96.00	96.10	18877	372	0.37	          4.72	
300459	浙江金科	5.24	25.93	1.29	25.93	25.94	228833	2074	0.11	         34.54	
300460	惠伦晶体	0.48	24.90	0.12	24.90	24.95	17242	178	0.00	          4.10	
300461	田中精机	-1.99	50.18	-1.02	50.18	50.26	15234	68	0.29	          9.13	
300462	华铭智能	--  	42.24	--  	--  	--  	0	0	--  	          0.00	
300463	迈克生物	0.07	90.78	0.06	90.72	90.78	20581	225	0.06	          5.49	
300464	星徽精密	1.28	42.79	0.54	42.78	42.79	21499	308	-0.02	         10.40	
300465	高伟达	-0.41	58.36	-0.24	58.36	58.37	18594	68	0.06	          5.58	
300466	赛摩电气	-4.88	77.70	-3.99	77.70	77.75	74579	1300	-0.25	         37.29	
300467	迅游科技	0.66	75.10	0.49	75.10	75.15	22102	374	0.21	          5.53	
300468	四方精创	--  	59.41	--  	--  	--  	0	0	--  	          0.00	
300469	信息发展	-2.98	95.72	-2.94	95.72	95.73	14805	294	-0.16	          8.87	
300470	日机密封	0.61	90.94	0.55	90.94	90.95	8160	41	0.02	          6.12	
300471	厚普股份	1.26	58.55	0.73	58.55	58.56	17277	398	0.11	          5.84	
300472	新元科技	0.48	46.23	0.22	46.23	46.28	4621	47	0.15	          2.77	
300473	德尔股份	2.23	75.80	1.65	75.80	75.84	20513	527	0.00	          8.21	
300475	聚隆科技	0.51	23.88	0.12	23.88	23.89	20399	532	0.04	          4.08	
300476	胜宏科技	2.04	44.50	0.89	44.49	44.50	23545	285	0.11	          6.42	
300477	合纵科技	1.58	48.99	0.76	48.98	48.99	20103	291	0.22	          7.73	
300478	杭州高新	0.10	47.90	0.05	47.89	47.90	7953	126	0.04	          4.77	
300479	神思电子	-2.21	88.60	-2.00	88.60	88.61	33544	306	0.11	         16.77	
300480	光力科技	1.42	44.92	0.63	44.92	44.95	22193	400	0.08	          9.65	
300481	濮阳惠成	0.64	49.11	0.31	49.10	49.11	13049	201	0.00	          6.52	
300482	万孚生物	0.52	105.50	0.55	105.50	105.60	11685	91	0.16	          5.31	
300483	沃施股份	0.15	45.60	0.07	45.58	45.60	10309	113	0.19	          6.65	
300485	赛升药业	1.81	119.84	2.13	119.84	119.85	17530	523	0.00	          5.84	
300486	东杰智能	1.38	38.27	0.52	38.27	38.30	50683	470	-0.62	         14.60	
300487	蓝晓科技	0.19	47.89	0.09	47.88	47.89	12597	280	0.04	          6.30	
300488	恒锋工具	2.45	75.61	1.81	75.61	75.63	10256	159	0.00	          8.20	
300489	中飞股份	0.42	76.00	0.32	76.00	76.01	8062	103	0.13	          7.10	
300490	华自科技	-3.70	41.15	-1.58	41.15	41.16	53920	783	0.12	         21.57	
300491	通合科技	-1.44	63.08	-0.92	63.08	63.09	80564	798	0.25	         40.28	
300492	山鼎设计	-3.59	40.52	-1.51	40.52	40.55	42841	495	0.42	         20.60	
300493	润欣科技	0.20	51.00	0.10	50.98	51.00	67084	880	-0.41	         22.36	
300494	盛天网络	-2.02	83.00	-1.71	83.00	83.05	48014	745	0.60	         16.00	
300495	美尚生态	2.02	109.38	2.17	109.38	109.44	29170	310	0.25	         17.47	
300496	中科创达	10.00	205.69	18.70	205.69	--  	38478	5	0.00	         15.39	
300497	富祥股份	-4.04	93.20	-3.92	93.19	93.20	40013	448	0.16	         22.23	
300498	温氏股份	0.75	44.15	0.33	44.15	44.16	49683	1367	-0.04	          1.94	
300499	高澜股份	10.01	47.93	4.36	47.93	--  	542	7	0.00	          0.33	
300500	苏州设计	10.00	53.34	4.85	53.34	--  	359	5	0.00	          0.24	
300501	海顺新材	10.01	56.18	5.11	56.18	--  	310	1	0.00	          0.23	
000033	*ST新都	--  	0.00	--  	--  	--  	0	0	--  	          0.00	
002790	瑞尔特	--  	0.00	--  	--  	--  	0	0	--  	--  	
600000	浦发银行	0.00	18.45	0.00	--  	--  	0	0	0.00	          0.00	
600004	白云机场	-0.62	12.72	-0.08	12.75	12.76	69470	234	0.71	          0.60	
600005	武钢股份	-0.70	2.82	-0.02	2.82	2.83	327393	113	0.00	          0.32	
600006	东风汽车	0.49	6.21	0.03	6.21	6.22	189568	224	0.32	          0.95	
600007	中国国贸	2.93	15.09	0.43	15.07	15.11	41292	9	-0.06	          0.41	
600008	首创股份	0.14	7.38	0.01	7.37	7.38	95494	63	0.13	          0.40	
600009	上海机场	-0.68	27.80	-0.19	27.79	27.89	46952	14	0.50	          0.43	
600010	包钢股份	-0.34	2.94	-0.01	2.93	2.94	582377	30	0.00	          0.37	
600011	华能国际	-0.43	6.94	-0.03	6.94	6.95	90817	29	-0.14	          0.09	
600012	皖通高速	0.93	14.07	0.13	14.08	14.09	122868	3	0.78	          1.05	
600015	华夏银行	-0.52	9.54	-0.05	9.54	9.56	174077	52	0.00	          0.22	
600016	民生银行	-0.93	8.51	-0.08	8.51	8.52	955109	1930	0.11	          0.32	
600017	日照港	-1.67	4.71	-0.08	4.70	4.71	324920	10	0.21	          1.06	
600018	上港集团	-0.62	4.84	-0.03	4.84	4.85	182981	2	0.00	          0.08	
600019	宝钢股份	-0.79	5.04	-0.04	5.03	5.04	440901	47	0.19	          0.27	
600020	中原高速	0.00	5.14	0.00	5.13	5.14	147739	250	0.19	          0.66	
600021	上海电力	-1.22	10.49	-0.13	10.49	10.50	126403	15	0.19	          0.59	
600022	山东钢铁	-0.78	2.55	-0.02	2.54	2.55	294341	101	0.39	          0.46	
600023	浙能电力	-0.54	5.51	-0.03	5.50	5.51	224600	1	0.36	          0.75	
600026	中海发展	-1.19	6.63	-0.08	6.63	6.64	244384	31	0.30	          0.89	
600027	华电国际	-0.57	5.19	-0.03	5.19	5.20	179151	22	0.00	          0.30	
600028	中国石化	-0.90	4.40	-0.04	4.39	4.40	729015	46	0.22	          0.08	
600029	南方航空	-1.18	6.71	-0.08	6.71	6.72	465622	66	0.14	          0.66	
600030	中信证券	1.00	15.10	0.15	15.10	15.11	886334	362	0.33	          0.90	
600031	三一重工	0.56	5.43	0.03	5.42	5.43	1140518	146	-0.18	          1.50	
600033	福建高速	0.00	3.36	0.00	3.36	3.37	85118	100	0.29	          0.31	
600035	楚天高速	-0.74	5.38	-0.04	5.38	5.39	148653	10	0.18	          1.02	
600036	招商银行	-1.01	14.75	-0.15	14.76	14.77	225154	147	0.13	          0.11	
600037	歌华有线	-0.78	16.46	-0.13	16.48	16.49	178127	139	-0.18	          1.52	
600038	中直股份	-0.40	45.18	-0.18	45.03	45.23	54124	5	0.28	          1.38	
600039	四川路桥	0.25	3.97	0.01	3.96	3.97	148057	24	0.25	          0.49	
600048	保利地产	-1.63	9.05	-0.15	9.04	9.05	713907	23	0.33	          0.66	
600050	中国联通	-0.23	4.26	-0.01	4.26	4.27	850137	26	0.00	          0.40	
600051	宁波联合	0.62	9.67	0.06	9.66	9.68	36687	8	0.31	          1.20	
600052	浙江广厦	0.00	5.40	0.00	--  	--  	0	0	0.00	          0.00	
600053	九鼎投资	2.40	45.15	1.06	45.19	45.20	161988	89	0.06	          3.74	
600054	黄山旅游	-1.89	21.85	-0.42	21.85	21.88	33168	10	0.45	          2.82	
600055	华润万东	-0.94	28.60	-0.27	28.64	28.65	24132	11	0.00	          1.11	
600056	中国医药	-0.31	12.72	-0.04	12.73	12.74	65830	13	0.15	          0.67	
600057	象屿股份	3.54	10.83	0.37	10.82	10.83	114328	97	0.27	          2.07	
600058	五矿发展	0.42	16.65	0.07	16.64	16.65	254932	4	-0.29	          2.38	
600059	古越龙山	0.00	8.47	0.00	8.45	8.46	69756	3	0.23	          0.86	
600060	海信电器	0.96	14.71	0.14	14.68	14.69	144297	171	0.40	          1.10	
600061	国投安信	-1.22	17.88	-0.22	17.86	17.88	175837	85	0.16	          1.08	
600062	华润双鹤	0.34	17.53	0.06	17.52	17.53	32971	5	0.17	          0.58	
600063	皖维高新	2.62	5.10	0.13	5.10	5.11	607146	219	0.39	          4.05	
600064	南京高科	0.00	14.08	0.00	14.08	14.09	49296	43	0.07	          0.64	
600066	宇通客车	-0.62	19.38	-0.12	19.37	19.38	86094	2	0.15	          0.45	
600067	冠城大通	1.07	6.60	0.07	6.59	6.60	195319	30	0.30	          1.31	
600068	葛洲坝	-1.04	5.69	-0.06	5.68	5.69	307422	6	0.17	          0.74	
600069	*ST银鸽	0.24	4.16	0.01	4.16	4.17	51888	16	-0.23	          0.63	
600070	浙江富润	10.05	11.50	1.05	11.50	--  	1620	20	0.00	          0.05	
600071	*ST光学	2.93	22.15	0.63	22.14	22.15	14336	5	0.31	          0.60	
600072	钢构工程	6.05	14.89	0.85	14.89	14.90	285789	225	0.00	          5.97	
600073	上海梅林	1.28	9.50	0.12	9.53	9.54	123841	155	1.17	          1.32	
600074	保千里	3.45	14.39	0.48	14.37	14.38	572850	49	0.27	          6.39	
600075	新疆天业	3.23	7.99	0.25	7.98	7.99	110113	125	0.62	          2.51	
600076	康欣新材	-0.96	9.33	-0.09	9.33	9.35	81089	245	0.53	          2.22	
600077	宋都股份	0.61	4.91	0.03	4.91	4.92	257681	5	0.20	          1.92	
600078	澄星股份	-0.16	6.07	-0.01	6.07	6.08	94314	10	0.00	          1.42	
600079	人福医药	-0.33	17.96	-0.06	17.95	17.97	71771	40	0.44	          0.70	
600080	金花股份	9.99	10.68	0.97	10.68	--  	150102	2	0.00	          4.92	
600081	东风科技	-0.06	16.89	-0.01	16.88	16.90	100478	5	0.35	          3.20	
600082	海泰发展	1.53	7.28	0.11	7.28	7.29	352439	120	0.00	          5.57	
600083	博信股份	-0.73	18.91	-0.14	18.90	18.92	25428	20	-0.15	          1.12	
600084	中葡股份	-0.56	5.28	-0.03	5.27	5.28	85067	50	0.38	          0.85	
600085	同仁堂	1.27	31.13	0.39	31.10	31.11	124332	8	0.67	          0.91	
600086	东方金钰	-1.05	9.43	-0.10	9.42	9.43	208191	350	-0.10	          1.97	
600088	中视传媒	0.05	21.66	0.01	21.65	21.66	47585	103	0.74	          1.44	
600089	特变电工	-0.56	8.89	-0.05	8.89	8.90	256377	29	0.00	          0.81	
600090	啤酒花	2.25	12.73	0.28	12.63	12.69	75778	22	1.75	          2.06	
600091	*ST明科	0.42	9.56	0.04	9.56	9.57	27316	130	0.00	          0.81	
600093	禾嘉股份	-0.81	13.55	-0.11	13.57	13.59	56963	1	-0.73	          1.77	
600094	大名城	0.13	7.45	0.01	7.45	7.46	327786	22	0.13	          1.81	
600095	哈高科	0.75	8.02	0.06	8.00	8.01	58460	16	0.37	          1.62	
600096	云天化	-0.64	9.32	-0.06	9.32	9.33	134220	12	0.10	          2.57	
600097	开创国际	0.19	16.08	0.03	16.14	16.15	107503	122	0.18	          5.31	
600098	广州发展	0.47	8.56	0.04	8.56	8.57	63706	50	0.46	          0.23	
600099	林海股份	1.51	10.75	0.16	10.73	10.75	57841	23	0.00	          2.64	
600100	同方股份	0.33	12.34	0.04	12.34	12.35	473940	50	0.00	          2.29	
600101	明星电力	2.26	10.41	0.23	10.45	10.46	123760	145	0.57	          3.82	
600103	青山纸业	-0.18	5.50	-0.01	5.49	5.50	112883	572	0.36	          1.06	
600104	上汽集团	-0.64	18.63	-0.12	18.62	18.63	103884	8	0.00	          0.09	
600105	永鼎股份	4.24	15.72	0.64	15.71	15.72	118179	39	0.51	          3.10	
600106	重庆路桥	-1.58	7.48	-0.12	7.47	7.48	112919	5	0.26	          1.24	
600107	美尔雅	-1.47	16.81	-0.25	16.75	16.80	57600	8	0.17	          1.60	
600108	亚盛集团	-0.19	5.32	-0.01	5.31	5.32	280584	780	0.37	          1.44	
600109	国金证券	3.73	12.79	0.46	12.80	12.81	989713	445	0.07	          3.49	
600110	中科英华	3.02	7.16	0.21	7.14	7.15	633533	316	-0.83	          5.51	
600111	北方稀土	-0.84	11.82	-0.10	11.82	11.83	245098	62	0.33	          1.10	
600112	天成控股	1.85	11.57	0.21	11.56	11.57	223729	164	0.25	          4.39	
600113	浙江东日	1.35	13.51	0.18	13.56	13.57	260063	287	0.97	          8.16	
600114	东睦股份	-0.33	12.14	-0.04	12.13	12.14	35886	5	0.16	          0.97	
600115	东方航空	-0.78	6.39	-0.05	6.38	6.39	325488	240	0.15	          0.42	
600116	三峡水利	1.70	26.33	0.44	26.36	26.39	499369	53	0.57	         16.87	
600117	西宁特钢	0.36	5.50	0.02	5.49	5.50	147296	215	1.10	          1.99	
600118	中国卫星	0.56	34.17	0.19	34.17	34.18	160525	20	-0.08	          1.36	
600119	长江投资	-1.16	15.33	-0.18	15.33	15.34	88483	59	0.06	          2.88	
600120	浙江东方	0.00	19.86	0.00	--  	--  	0	0	0.00	          0.00	
600121	郑州煤电	-0.41	4.82	-0.02	4.81	4.82	63056	127	0.20	          0.62	
600122	宏图高科	0.00	19.42	0.00	--  	--  	0	0	0.00	          0.00	
600123	兰花科创	0.84	7.20	0.06	7.19	7.20	289221	12	0.69	          2.53	
600125	铁龙物流	1.47	6.89	0.10	6.88	6.89	133815	541	0.00	          1.02	
600126	杭钢股份	-0.95	6.25	-0.06	6.24	6.25	61692	10	0.32	          0.74	
600127	金健米业	-0.35	5.66	-0.02	5.65	5.66	64605	36	0.17	          1.19	
600128	弘业股份	0.81	12.44	0.10	12.43	12.44	49449	1	-0.08	          2.00	
600129	太极集团	-1.06	14.97	-0.16	14.97	14.98	50238	1	0.33	          1.18	
600130	波导股份	3.00	7.89	0.23	7.89	7.90	445317	20	0.00	          5.80	
600131	岷江水电	1.00	7.10	0.07	7.10	7.11	60443	8	0.14	          1.52	
600132	重庆啤酒	0.16	12.58	0.02	12.60	12.61	26057	10	0.23	          0.54	
600133	东湖高新	0.78	7.73	0.06	7.72	7.73	116361	203	0.78	          2.16	
600135	乐凯胶片	3.69	14.60	0.52	14.60	14.63	73479	65	0.34	          2.15	
600136	道博股份	-1.83	64.37	-1.20	64.38	64.40	26310	11	-0.04	          2.18	
600137	浪莎股份	1.17	26.73	0.31	26.71	26.72	36056	35	0.18	          3.71	
600138	中青旅	-0.96	20.69	-0.20	20.69	20.70	51598	8	-0.04	          0.73	
600139	西部资源	0.74	9.53	0.07	9.53	9.54	197378	35	0.21	          2.98	
600141	兴发集团	0.00	10.66	0.00	10.66	10.67	48259	20	0.09	          1.04	
600143	金发科技	3.24	6.37	0.20	6.37	6.38	196640	324	0.15	          0.77	
600145	*ST新亿	0.00	7.40	0.00	--  	--  	0	0	0.00	          0.00	
600146	商赢环球	-1.03	19.18	-0.20	19.16	19.18	67551	14	-0.10	          3.38	
600148	长春一东	0.09	22.29	0.02	22.30	22.31	72686	6	0.36	          5.14	
600149	廊坊发展	1.33	11.44	0.15	11.42	11.44	100313	28	0.70	          2.64	
600150	中国船舶	0.79	24.20	0.19	24.19	24.20	167178	35	0.12	          1.21	
600151	航天机电	-0.40	10.08	-0.04	10.08	10.09	130066	49	0.39	          1.04	
600152	维科精华	0.71	9.97	0.07	9.97	9.98	40131	3	0.40	          1.37	
600153	建发股份	0.00	17.31	0.00	--  	--  	0	0	0.00	          0.00	
600155	宝硕股份	1.03	12.76	0.13	12.80	12.81	129289	5	0.71	          3.13	
600156	华升股份	7.29	9.42	0.64	9.37	9.40	255247	13	0.10	          6.35	
600157	永泰能源	0.26	3.92	0.01	3.92	3.93	228359	270	0.25	          0.50	
600158	中体产业	1.69	18.01	0.30	18.02	18.03	465158	34	-0.11	          7.07	
600159	大龙地产	1.07	4.71	0.05	4.71	4.72	65427	50	0.21	          0.79	
600160	巨化股份	-0.70	12.71	-0.09	12.71	12.72	309125	3	0.31	          1.71	
600161	天坛生物	0.00	33.77	0.00	--  	--  	0	0	0.00	          0.00	
600162	香江控股	1.33	6.84	0.09	6.81	6.82	79940	28	2.08	          1.04	
600163	*ST闽能	1.02	5.94	0.06	5.93	5.94	39582	71	0.50	          0.55	
600165	新日恒力	1.76	16.80	0.29	16.77	16.78	238590	31	1.14	          4.92	
600166	福田汽车	0.41	4.92	0.02	4.91	4.92	223554	10	0.40	          0.80	
600167	联美控股	0.73	15.16	0.11	15.13	15.15	17086	20	0.19	          0.81	
600168	武汉控股	0.00	9.68	0.00	--  	--  	0	0	0.00	          0.00	
600169	太原重工	0.23	4.45	0.01	4.44	4.45	202193	40	0.22	          0.83	
600170	上海建工	-0.59	5.03	-0.03	5.02	5.03	242727	10	0.19	          0.42	
600171	上海贝岭	2.18	15.03	0.32	15.03	15.04	186762	2	0.33	          2.77	
600172	黄河旋风	0.67	16.54	0.11	16.55	16.56	164516	5	0.12	          2.59	
600173	卧龙地产	-0.73	6.76	-0.05	6.74	6.75	44637	411	0.14	          0.62	
600175	美都能源	-0.92	5.40	-0.05	5.40	5.41	324975	15	0.00	          2.24	
600176	中国巨石	-0.39	20.63	-0.08	20.60	20.66	90047	11	-0.24	          1.03	
600177	雅戈尔	0.41	12.18	0.05	12.17	12.18	127225	10	0.32	          0.57	
600178	东安动力	1.00	8.10	0.08	8.10	8.11	38509	1	0.24	          0.83	
600179	黑化股份	-1.60	13.52	-0.22	13.54	13.60	64336	84	-0.73	          1.65	
600180	瑞茂通	-0.81	15.84	-0.13	15.82	15.85	55388	69	0.06	          0.63	
600182	S佳通	0.00	16.14	0.00	16.15	16.16	26573	9	0.24	          1.56	
600183	生益科技	1.60	8.26	0.13	8.25	8.26	121786	22	0.12	          0.85	
600184	光电股份	0.32	25.25	0.08	25.25	25.26	31679	2	0.03	          0.76	
600185	格力地产	-0.23	17.20	-0.04	17.19	17.20	52892	52	0.17	          0.92	
600186	莲花健康	-1.27	5.46	-0.07	5.45	5.46	286248	108	0.18	          2.70	
600187	国中水务	0.46	4.40	0.02	4.39	4.40	136694	60	0.45	          0.94	
600188	兖州煤业	-1.27	8.58	-0.11	8.58	8.59	58076	2	0.35	          0.20	
600189	吉林森工	-1.51	9.79	-0.15	9.79	9.80	69959	30	0.00	          2.25	
600190	锦州港	-0.70	4.28	-0.03	4.27	4.28	47018	25	0.23	          0.35	
600191	华资实业	1.53	15.89	0.24	15.89	15.90	50215	4	0.25	          1.04	
600192	长城电工	-0.56	8.93	-0.05	8.93	8.95	158473	411	0.44	          3.59	
600193	创兴资源	1.00	11.15	0.11	11.16	11.17	216311	50	-0.08	          5.09	
